userid,date,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q100,age,gender
09e2bc0d8a8f070c53bb3cca1b761aa0,2010-07-27,5,2,4,4,5,5,2,4,1,5,5,3,5,4,5,5,5,3,2,2,4,34.26,1
a6410058584300e425d279ae71163c21,2010-02-22,4,5,4,3,4,5,1,2,2,4,4,2,4,2,2,5,2,1,2,2,2,24.95,0
74a2cef6b608ccf32a5062a4ac53005d,2009-12-13,5,2,5,3,5,4,1,2,1,5,5,2,3,3,5,5,1,1,5,1,1,23.49,0
ffc67e20c559761ad5b849fed2c074f7,2009-03-07,3,3,5,4,5,5,2,2,1,4,4,2,4,1,4,1,4,1,5,1,1,46.42,1
61f379cd5054bc02777e026be9a823f6,2011-07-24,4,2,3,2,5,3,3,4,2,3,4,2,2,4,2,5,3,3,2,3,1,19.35,1
11193df8424a3e0a3f515c5b0908ea81,2009-09-16,4,2,3,1,4,3,1,4,1,4,4,3,3,5,4,4,2,3,4,3,1,25.99,0
5a0fcb95cead2e7c468e0193d4e097ce,2009-01-21,5,4,4,1,5,4,1,3,3,4,5,2,4,3,2,5,3,1,5,1,1,25.73,0
2b142ea15111ed93874fcbb4f38bba19,2011-02-07,1,3,3,3,1,2,1,5,2,2,2,5,1,2,4,5,4,2,2,4,4,27.56,0
932b0d2b924cb788f8c2e585e13f2728,2010-01-13,5,1,1,1,5,2,3,1,4,3,5,1,1,1,4,5,5,1,4,2,1,23.47,1
b13a1d05c3d8e73d9d17f31726bfc16d,2010-07-11,4,1,4,3,4,3,1,3,1,5,3,4,4,1,2,1,1,1,5,2,1,25.93,0
f1a2156b3e22af0b7ef2ebd5aef38024,2009-06-29,4,1,4,1,3,4,2,3,3,4,2,3,5,2,3,3,1,1,2,3,5,22.3,1
8d19fa9fc58fae75f9abab59f45be41d,2009-08-09,4,3,5,1,4,3,3,4,4,4,4,2,4,1,4,2,4,1,2,3,2,29.57,1
7e4abbb58cb01042b27137171779b325,2010-05-29,5,1,5,1,4,5,1,2,1,5,5,1,5,3,3,3,1,3,5,5,1,22.51,0
19d0ec8e2eb9fe1089ec64ff7c0276ab,2010-02-03,4,3,3,3,4,3,3,2,1,5,4,4,4,2,4,3,4,2,3,3,3,28.56,1
31fb5f539b8ba23f8e6071fa0d576694,2009-12-11,4,4,4,2,5,3,2,2,3,4,4,4,4,3,4,4,4,3,3,2,3,30.82,1
8c24856aa69f5347726cefff0bf8d179,2009-11-23,4,2,3,1,4,4,2,4,1,3,1,4,3,3,4,4,5,3,5,3,4,47.9,1
25e898c4b82edd7af7b9a73ec1236435,2009-07-01,4,2,4,2,4,4,1,3,2,4,3,2,4,2,3,4,4,1,3,2,1,25.48,0
5a8bf0e7f2b2f1ae5e3391fa570a6754,2009-07-31,3,1,4,4,4,4,5,4,2,4,4,2,5,1,3,3,4,2,5,2,3,31.45,1
1baa79836511d3d2693c5b423759e3d7,2009-09-14,4,2,5,5,4,3,2,3,1,5,5,5,5,5,4,5,3,3,2,1,2,21.48,1
38842b0ae13b093eb6bd116aab941ce9,2010-02-15,2,1,4,1,5,4,1,2,1,5,4,1,4,3,5,3,2,1,4,1,3,26.9,0
237919232f96d105045984a8b4abbe8c,2010-05-22,4,3,2,2,4,4,1,4,4,4,5,3,4,2,4,5,3,2,2,4,3,27.5,0
a192742996587ba74932b6bd575a257f,2009-11-30,3,2,5,3,4,4,2,2,1,3,3,2,4,4,3,5,1,2,4,2,1,35.11,0
0527aff36962fdfdbc6c6b8e139a91fa,2009-03-02,5,4,4,3,2,3,1,5,2,1,1,4,3,4,1,5,5,5,1,3,4,29.46,1
c9d147ca1b8cc58a2d6651be051e27ae,2009-06-26,5,2,1,1,4,4,3,2,1,2,5,1,5,4,5,4,2,2,5,1,4,29.13,0
f96873c723ec46d46f1baf4b50beaef0,2009-11-26,4,2,2,4,5,4,1,2,5,4,5,3,2,3,3,2,3,2,4,1,1,24.52,0
aafa45e7b01f4387287827373d1dcddc,2009-10-12,5,4,1,2,3,3,5,2,3,5,2,5,3,5,2,4,5,5,1,3,5,20.16,1
d59a2a34f11f7b304ebb92f5832cf453,2010-07-30,5,2,1,1,4,3,3,4,1,5,4,2,4,4,4,3,4,1,5,3,5,22.3,1
50ee468c58df142e88362ac8bb926fa5,2009-04-17,4,1,5,3,5,5,3,1,1,5,5,1,5,1,4,4,3,1,1,1,1,27.56,1
ca2f3aceecce1210e387f3f4cc856159,2009-02-11,3,1,5,4,4,5,2,4,1,4,4,1,5,4,3,2,1,1,5,2,2,39.77,0
f7ad8b37a66be58f5a14d815303cbdc1,2009-05-12,4,2,5,2,4,4,1,4,4,5,5,2,2,4,2,2,4,1,3,2,1,30.99,0
9855ec6d9bba5197bdd4bfcb2b47a102,2010-08-22,5,3,5,2,4,5,1,3,1,3,3,2,3,3,3,4,1,2,3,2,1,23.77,0
846c96d39ec3c923a382669b793e3b6c,2010-07-11,5,1,3,1,4,4,3,1,3,5,5,2,3,1,2,5,1,1,1,1,1,43.73,1
5c787238494b0fc6d9c5d2f3b2302504,2009-04-09,5,2,4,2,4,3,1,2,1,5,5,1,4,2,3,5,1,1,4,2,1,32.55,0
35c7895f990ed78e3415a2c6d172a6c4,2010-12-03,5,3,2,1,5,3,1,2,3,4,4,3,2,3,5,4,4,3,3,1,3,24.59,0
b02eda5ba90b4c9529b2723888e3535b,2009-10-17,4,5,3,3,3,2,3,2,4,5,4,3,3,2,4,4,5,1,2,1,3,21.47,1
5561d08825a67d030147c0770429486e,2009-11-20,4,5,2,3,1,2,3,4,4,2,2,5,3,3,3,3,4,5,2,4,5,30.45,0
6215c92b0b168221a78bdcf43b3b4bf2,2009-11-16,5,4,5,4,3,4,1,1,4,5,5,1,4,1,3,1,1,1,4,2,1,21.15,1
88af09ddd112482ff31f2eeb0d7ec201,2010-12-23,4,1,3,3,4,4,1,3,1,2,5,1,3,2,4,3,2,2,4,1,2,35.36,0
517f5c66b56176b7bad39c3c46aa01dd,2009-03-14,4,1,4,1,4,4,1,5,2,3,1,4,3,4,2,4,5,2,2,2,5,25.84,1
e3b2dea8c261250f120b0ac1b96016a7,2010-02-12,4,2,4,5,2,1,4,5,4,1,4,3,4,4,1,4,3,5,1,4,4,31,0
806e3589fa13f764068d0b15fe6e90cb,2009-11-27,5,5,4,2,4,4,2,3,1,4,4,3,4,3,5,5,4,1,2,2,5,25.08,1
44ceb70c33cd2d7cc88d61fc085f336d,2009-03-15,5,2,5,1,3,5,2,4,1,5,5,1,5,1,3,3,4,1,4,3,2,21.52,1
4f760ab4832e417cf0174cbcfe141690,2011-06-29,5,2,3,1,4,4,1,4,1,4,4,4,1,4,2,5,2,4,2,5,4,27.1,0
e0e4ca70a2972bc57d0444b48d554d32,2009-05-23,5,4,3,2,3,4,1,5,3,2,1,5,3,2,3,4,4,4,2,3,4,36.83,0
adaa947e4a10fcbb10e4d7e54c2b0d47,2010-06-14,5,4,5,2,4,2,1,1,1,4,5,1,5,1,2,5,4,1,4,3,2,29.08,1
a52e41e52c833fc3c54d06d6c8c88728,2010-02-27,5,3,3,2,2,2,4,5,4,2,1,4,2,4,2,4,4,3,2,3,4,24.31,0
69a1abeb9fec44944f16c2e17cedc0b3,2010-02-01,5,5,4,3,4,2,1,4,5,4,4,2,2,1,3,5,1,4,4,1,4,29.74,0
79560f7c6cd6b59ceaf60a1d20059732,2011-06-28,4,2,2,1,5,4,1,4,2,4,2,4,4,2,4,5,2,1,1,2,4,24.01,1
633d46bd56008561f36ec2a07458f47b,2010-07-28,5,3,2,3,5,3,1,2,3,4,3,2,4,3,2,5,2,3,3,3,2,26.45,0
f55a0152fb09aa471b78df85818d921d,2009-07-11,3,3,1,3,4,4,3,2,1,5,3,3,4,5,2,3,2,5,4,2,1,26.71,0
402abcc08b85fe97cddb5ad083fc87db,2009-11-26,5,4,4,3,2,3,2,4,4,4,1,5,3,4,2,3,2,2,2,3,4,22.46,1
1018b3f59734c2b3430107fc8bfbff12,2009-12-26,4,2,3,2,5,4,2,1,3,4,4,1,3,2,5,4,3,1,2,1,2,22.21,1
31e8da0238de58629c6e55e2cf685817,2010-04-21,4,5,2,4,2,3,1,5,1,2,2,5,2,5,1,3,1,4,4,5,2,26.76,0
9be172717db71d60d9a78c4eae27971e,2010-03-25,5,2,3,1,4,4,2,3,3,4,5,2,4,3,3,5,3,1,4,2,1,28.02,1
822861a9b4d4caac114440557f8a597d,2009-04-22,5,4,4,2,3,4,5,2,3,1,3,5,2,4,3,5,5,4,5,3,4,22.55,1
e360197e5e0b2ef2f89c697e366fa40a,2009-03-14,4,4,2,1,3,2,2,4,3,2,1,4,5,4,3,5,5,2,4,4,5,22.61,1
e96aab592cb727893fb0d61e99cbba1a,2009-08-29,5,4,2,1,3,4,2,4,3,2,3,4,1,4,2,5,4,2,4,2,3,21.71,1
e4a000c55678976c9c0dcd3b607f8617,2010-07-20,4,1,1,1,5,4,2,1,2,2,5,3,3,2,4,4,5,3,3,1,1,21.73,1
edfef0017d00670adc2604fd118149d2,2010-11-01,5,3,5,4,5,3,1,1,2,4,4,4,3,2,4,5,2,3,2,1,2,22.65,0
a2be4528797e16c89a74f373376b5880,2009-12-27,5,4,5,2,5,2,1,2,3,1,4,4,3,3,5,5,3,2,2,1,3,27.56,0
40291eaef3ef33ba0a7a31912da32b21,2009-08-23,4,3,4,4,3,2,2,4,2,5,4,2,4,3,3,4,2,3,4,4,2,32.9,0
913890c24edf4523f1a54296ed59682a,2009-02-01,4,4,2,5,4,4,3,4,2,4,3,4,4,4,2,4,3,3,4,4,5,24.04,0
8b94f4a6fc45c0656a9356fcd1858988,2009-06-13,5,5,1,4,5,4,1,4,5,4,5,2,5,5,3,1,1,5,5,1,2,33.39,0
9ff7ece22665ae6ac3053b622dcbd5f9,2012-02-16,4,3,2,2,3,3,2,4,1,5,2,5,4,3,3,2,4,1,1,2,4,22.47,1
3ed29fcaa5e971fea4551ba9ac0bec72,2010-01-20,4,4,4,3,5,4,1,2,1,5,5,1,3,2,4,4,2,1,5,1,1,22.86,0
aa6c9a004a55fa3146c921f957a05ae6,2009-03-30,5,3,4,5,5,4,1,2,3,2,3,2,4,3,2,5,2,1,3,4,1,27.4,0
5842b7abec6817f5a7ed2e27151516c6,2010-03-13,5,1,1,1,5,4,5,2,1,4,3,2,2,4,5,5,2,3,4,1,3,25.07,1
1190f7e24fd8f7a291b28ec5686c6aa0,2010-06-25,5,1,3,2,3,4,3,4,1,4,4,1,5,3,3,5,2,1,5,2,1,32.05,1
d934480b88fe8e3484f94723a1e37802,2010-02-28,4,3,3,3,3,2,1,4,2,3,2,5,2,3,3,4,5,2,3,3,4,23.12,0
ee63b45ede448e50260da3684becf530,2012-05-27,5,2,5,1,5,2,1,2,1,2,4,4,4,4,5,4,5,4,2,1,4,30.62,1
574d11ce12cfb577243efb58edc89d8a,2009-10-02,5,2,2,2,4,5,1,4,1,2,2,1,4,2,3,4,4,4,4,2,2,46.98,1
3c02f70b03cc96bf0c82c92c573eabd9,2010-05-07,4,4,3,4,4,2,4,3,4,4,4,2,5,3,3,5,2,4,5,2,3,24.23,0
9e7958915a053934c9259226627f2ea2,2009-09-05,4,3,4,3,4,4,2,3,1,4,4,4,4,3,3,4,3,2,3,1,3,44.29,1
84a35d110cef49a3e91c0473b6863b9b,2010-10-13,5,3,5,1,4,5,1,3,2,5,5,4,5,1,2,5,2,1,3,4,2,23.5,0
5b51fedf95ea40d47e5dd593fa297f21,2009-02-21,4,4,4,2,4,3,1,1,1,4,3,3,2,1,4,5,5,2,2,1,5,34.08,1
bd34d07a5974e87503b5ab34e5321f26,2009-10-21,4,4,4,2,5,5,4,1,1,5,5,1,5,1,4,3,1,1,5,1,1,33.25,1
94522a2728961fc88b763ad94f76d082,2010-05-04,5,3,3,1,3,4,1,3,2,4,4,4,4,3,2,5,5,2,2,2,4,35.57,1
a128257efda9086196fffe2034e85637,2010-04-26,5,2,5,1,5,4,1,2,4,4,4,4,2,3,5,5,3,2,3,2,1,22.57,1
0a11d0a7a378bc16ec2760d2c59a35a0,2010-12-27,5,3,4,3,4,3,1,3,1,4,4,2,3,2,4,4,4,1,2,2,3,21.34,1
2719be794882dab3651a9104243212cf,2011-10-23,4,1,5,1,4,5,1,4,1,5,5,4,2,1,5,5,1,1,5,2,1,31.85,0
398d650652e8d8704158b33f1f511e32,2009-12-12,5,2,4,1,5,4,1,1,1,4,2,4,3,2,5,5,5,3,2,3,4,25.92,1
614ba7bb691a91b8159dc11e31e80c28,2009-09-21,4,4,2,2,4,2,1,2,4,2,2,4,2,4,2,4,4,4,3,2,2,25.69,0
a7ba894aed0f683b81f0b53246ce2a88,2009-11-13,5,1,2,1,2,4,1,5,3,3,1,5,2,4,1,5,5,4,5,3,5,22.73,1
8dae77f7354b2082fcc51d00e2975289,2009-07-19,4,4,2,1,3,3,2,2,3,4,4,4,3,2,4,4,2,2,3,3,1,24.46,0
49472c7fd9d631f4399bcc46fa8a6fbb,2010-06-24,2,1,3,1,5,5,3,4,1,5,5,1,5,3,4,5,1,1,5,1,1,24.61,1
584f4d5671dde2aaeae8ffd78e53839b,2009-05-19,1,1,1,5,3,3,4,2,1,4,1,5,4,4,5,1,5,4,3,3,4,21.8,1
e19ab9c5a59a856a182c031d8a46161e,2009-04-07,5,1,4,3,4,5,3,3,1,4,5,4,5,3,3,5,4,1,3,1,4,50.11,1
830030b262286ed0f5ecb02f7feaeac0,2011-01-21,5,1,5,1,5,2,1,1,1,5,5,1,5,5,3,5,1,3,4,1,3,29.93,0
1b9c105ff9d196055ab3262b933fdb6a,2009-06-19,4,4,2,3,2,2,4,5,1,1,1,4,2,5,2,2,5,4,1,2,5,34.08,1
e9c17d79cd7d8f921634f9cd38f99fbd,2010-01-28,5,3,5,1,5,4,1,2,1,5,5,1,5,2,4,3,1,1,2,1,2,33.48,1
76b71a39e4680c5834a23ea465fecbdd,2009-10-27,5,2,4,1,5,3,1,2,3,4,4,2,4,2,4,5,2,2,4,4,2,25.25,0
00c3b1ef61957bbf4f6ad8bc9bea26ed,2009-05-26,4,2,4,3,4,4,3,2,1,4,5,2,4,2,4,4,3,2,4,1,2,34.24,1
1f86ffddcbda53e25bd716ff442c245c,2009-11-29,4,2,2,3,4,4,2,2,1,3,4,3,4,4,5,4,2,2,4,2,2,22.58,0
ba3862176ea57b7487ea79a2b73d3078,2011-04-26,5,4,4,1,3,3,1,3,4,5,1,5,5,3,3,5,4,3,3,3,4,22.72,1
8d6563a218b8f7499708adcfd2eeb397,2010-03-28,5,4,3,1,4,1,5,2,3,4,2,3,4,3,4,4,2,2,4,2,1,22.6,1
fb0032abb8cc2fb50767e253cf99999f,2009-09-17,5,2,4,1,4,4,2,4,1,3,2,4,2,5,4,1,5,3,2,2,4,25.61,1
a14006b6273b27fdacc477af6697f870,2010-04-04,5,4,4,2,2,4,1,5,3,4,5,2,4,2,1,5,4,2,4,4,2,69.62,0
a757cef0404881f88c2e043e2a42a636,2009-10-30,4,2,5,2,4,4,2,4,1,2,4,3,5,4,2,5,4,1,4,4,4,26.36,1
de352d6b03a189a63f0ecda63482075c,2009-03-25,4,4,3,3,3,4,3,4,1,3,2,3,3,4,4,3,3,4,1,3,3,25.89,1
bde8b918ecaaab070f5742da10da2721,2009-08-29,5,2,3,4,4,4,2,3,2,2,2,4,4,5,3,4,5,4,3,2,3,22.05,0
dcb69fc82c5a6f73564c89aab548e780,2010-05-10,5,1,5,5,4,4,5,5,1,4,5,3,5,1,2,2,2,1,5,4,2,25.38,0
ad8c84644631826298d53335d18e4f9d,2010-05-29,5,5,3,2,5,1,2,1,3,5,2,2,2,1,5,5,4,5,1,1,4,41.55,0
28fd2319184f271e044124a74491468d,2009-10-30,4,1,4,5,3,4,3,2,1,5,5,2,4,2,1,3,4,1,4,3,1,22.24,1
f7cc2f7279c1ec127809d95deea5daf6,2009-08-01,5,1,4,1,4,5,1,3,1,3,4,5,5,5,5,5,1,1,5,4,1,21.72,0
a3829a885ff80007b3cdff3fae829ec8,2010-08-01,5,2,4,2,5,4,3,3,1,4,4,2,4,3,3,2,5,1,4,3,2,26.4,1
76b2412f6b0302f80c6c3ec325e34b18,2009-03-10,5,1,2,2,4,5,2,1,1,4,5,2,4,3,3,3,2,2,5,1,1,28.19,0
bef1aed83b779751f0b02b3fea0f1e19,2010-06-23,5,4,5,2,4,5,2,5,2,4,4,4,3,3,4,4,4,3,3,3,4,22.46,1
88f52e3d4da03b9d6be5a91985c2650f,2009-03-15,5,1,4,2,4,5,1,2,1,5,4,2,3,2,3,4,1,1,2,3,1,24.78,0
7c88cc2c4502e73e676cc3ed1dcc8465,2010-10-27,5,3,4,3,4,5,2,4,2,5,4,2,5,2,2,5,3,2,2,2,3,20.04,1
fe42aa6af886e88ac42a05d8aaa10bfe,2009-07-19,5,3,5,1,4,4,2,1,1,5,3,1,4,1,2,5,4,1,2,3,4,20.73,1
cdf95b37cc748e41851b1a9692f95f4b,2009-09-04,5,2,4,1,3,4,5,3,1,5,4,1,3,2,3,5,1,2,5,4,1,31.79,0
7034085d165b63600eca4ed7b54260c8,2012-06-25,3,4,1,3,4,4,5,3,1,2,2,3,4,5,3,2,3,3,2,1,5,32.42,0
68462b997d3d4f096b125813a99225c6,2010-07-09,4,4,5,3,5,4,1,2,3,4,4,4,5,5,5,5,4,3,4,1,2,24.52,0
86a01b106f9a695fcb41950b6afaafca,2010-03-21,5,2,3,3,3,4,1,4,3,2,2,3,4,3,2,5,3,3,4,4,2,21.4,1
54063491d6c5b332390faaf562bcd0b7,2009-09-07,3,2,1,2,4,4,3,5,1,2,4,4,4,5,2,3,4,2,4,4,3,22.44,0
2303ed04f6062179b954f6201abbff39,2009-06-05,5,2,3,1,4,4,1,2,1,4,4,1,2,2,4,2,2,3,4,2,1,30.74,1
74729aeede5a75b1e77b84d8279c32b9,2010-01-05,4,1,3,2,2,3,2,5,1,4,1,5,3,4,2,4,5,5,2,4,5,21.7,1
ec6f56870ba9dbc928a81038efb37649,2010-08-28,5,4,1,3,2,4,2,5,2,3,2,4,4,4,2,5,2,2,3,4,5,23.89,1
f0d6ec4fd5cb963f5225d3a703202e33,2009-10-01,5,1,5,1,2,3,1,3,1,1,5,5,1,5,1,3,5,4,1,4,5,23.42,0
9249a7516a523572e1f36321a893e8f2,2009-11-09,5,3,1,1,3,1,2,5,4,4,1,5,4,4,3,5,4,5,1,3,5,30.85,0
859f7d23a0de56783ee461ffb93d7fd9,2010-04-21,5,1,3,2,5,4,2,2,1,4,4,2,4,3,4,5,3,1,2,2,4,22.38,1
55350189e3935db42f76f02f112627e2,2009-08-26,4,2,4,1,1,5,2,1,1,4,2,3,3,3,4,4,3,1,3,1,2,25.14,1
e6950481dec9d48f125e5e5581e657d1,2009-10-30,5,3,4,1,4,4,4,3,1,2,4,3,4,3,3,5,2,2,5,3,3,30.33,0
5d30a4222d7cb66ea38d992d259832a2,2009-12-18,5,3,5,2,4,2,1,3,3,4,4,5,2,2,4,4,3,2,3,2,3,24.92,0
4337938b41600298c8fdf59c7d605e42,2009-10-29,5,1,2,1,4,3,1,2,1,3,2,4,3,5,4,4,4,4,3,2,2,45.85,0
74a60b9d19291ca3ffa444e9da872fb9,2010-01-24,3,3,3,2,4,4,3,4,3,4,2,4,4,3,2,2,5,3,4,3,3,20.95,1
9438bc9bf6e1362e9b7c4f5af3f5bffe,2010-08-12,5,3,3,1,5,5,1,1,1,5,5,2,5,1,5,5,2,1,1,1,1,23.9,1
89a994aace9c305af862379197d66f6d,2009-08-11,4,1,4,4,5,5,4,1,2,5,5,2,5,4,2,2,2,2,4,2,1,28.83,1
d7399e69969dd1e7d710d82b99401039,2010-05-10,5,1,4,2,4,3,3,1,1,5,5,2,5,3,2,5,1,1,5,3,1,22.16,0
097b16b5a89b51e284fa611223c2d078,2010-07-15,5,1,2,1,4,5,3,1,1,5,2,5,3,3,5,4,5,1,3,1,3,20.11,1
0257277396cd1ab525e44a4e0831eefc,2010-11-27,5,3,2,1,4,5,1,4,1,4,4,4,5,4,3,5,4,4,2,3,3,52.31,1
29043d945ae68f96dd03a07a785a9e92,2010-02-28,5,4,1,3,3,2,2,2,1,1,1,3,4,5,3,5,2,4,3,1,4,25.02,1
1353ef9eb029250017d76ddcd6a5433f,2009-09-30,4,3,4,1,4,4,2,4,1,5,4,2,4,2,2,5,2,1,2,2,2,25.11,1
92b82cdea41fd6e62054a31cd7cbaacd,2009-07-05,5,2,4,2,4,5,2,3,1,4,4,3,5,2,4,5,2,1,5,2,4,24.44,1
f1aa8099016eceea71fe754a26a1eb01,2009-03-26,5,2,4,1,3,4,3,4,1,4,3,1,5,3,2,5,4,1,4,3,3,23.56,1
98e6ba95ebbe020ad61e6c4e30ef11ff,2009-08-27,4,3,4,2,1,5,3,5,1,4,4,2,5,3,2,5,3,1,1,3,1,23.8,1
7efcf0b52bbb22c758771007686b40ed,2010-06-18,5,1,1,2,4,5,2,3,1,2,4,5,5,5,4,4,2,4,4,1,5,21.58,0
ec8be7c765cfe9a74bb0a5c26ac48b7d,2010-11-07,5,4,4,1,2,2,2,4,3,2,3,4,2,2,2,5,4,4,2,5,3,25.86,0
22d81a8c97be6fc8ea0d59e4ed8c2ce3,2009-12-09,5,4,2,2,4,3,4,4,2,5,5,3,1,2,4,5,4,3,3,4,3,27.66,0
0a40fb19a30879dc33c9b6f138a930b3,2011-06-23,5,4,4,1,2,2,1,4,2,3,4,2,2,4,2,5,2,4,4,4,2,24.41,1
e2d575bd1c1a32c647976e5ed76705ba,2009-07-22,5,3,5,2,3,4,2,4,1,5,4,4,5,2,3,4,2,1,4,3,2,26.11,1
a40ca2edad46d32d83d7cef979de326a,2009-10-20,4,1,2,1,5,5,2,5,1,5,5,3,5,3,3,5,5,1,2,2,1,21.21,1
7226359c7885830c57cb088f18a8e237,2010-09-07,4,5,4,3,4,4,1,4,3,4,2,5,4,4,2,4,3,5,2,2,2,31.47,0
679dd6940a0e007e9d41579323edd2f1,2010-12-19,5,2,5,1,4,4,1,3,2,4,5,4,2,3,2,5,3,2,2,3,2,23.86,0
92c3f2f3a5e840ebe7826e734e342b09,2009-06-18,3,2,5,5,4,4,3,5,2,4,4,1,3,4,2,3,3,2,4,5,1,22.95,0
c40445dbae010606d5ce7103d066c569,2010-04-04,5,1,4,3,4,5,1,3,1,5,5,3,5,3,2,4,1,1,4,3,3,23.28,1
7e091d12fef3ed0997bf449fb61dfc56,2009-05-03,4,4,5,2,5,5,4,4,1,5,5,1,5,2,2,5,2,1,5,2,1,24.17,0
32cd2923de50633727479ce653e52a93,2009-07-22,5,1,4,4,5,5,1,2,1,5,5,1,5,1,2,5,1,1,3,1,1,22.49,1
0e2088773eeada7a43def0cf3411eb88,2009-05-24,3,1,4,2,5,4,3,3,1,5,5,2,3,3,4,5,1,1,2,3,1,23.06,1
9f035951bdf8cf4bb702cbcb687db499,2009-07-21,5,4,2,4,4,4,4,2,2,4,2,2,4,4,4,4,4,2,2,2,2,37.76,1
205bf65b8da296428c63aee002feed9e,2009-09-19,5,3,5,1,5,2,1,3,4,2,3,4,4,4,5,5,4,3,4,2,2,33.54,1
a3067094b61bafcfcb70f7ccac653f09,2009-06-13,5,4,3,2,5,5,3,3,1,3,4,3,4,3,3,5,5,3,3,1,3,26.63,0
5cf2fbde772549ac8853c6b17e93d7bc,2010-08-13,4,3,3,3,3,4,2,4,2,2,3,3,3,4,2,4,5,4,3,2,4,29.98,0
bd4378aaff8a2b93c339652ab41f30d5,2010-08-12,5,1,2,4,5,5,1,3,1,3,3,2,5,3,4,4,1,3,5,1,2,30.86,1
77607c6a9507173078e9ef4a1dca74c4,2009-11-25,4,4,4,3,4,3,2,5,2,5,4,3,4,3,3,3,5,1,2,2,4,22.65,1
b9269b53d1a7a70c5fe74f1d41fb2a2f,2009-10-12,3,3,4,2,5,2,2,2,5,5,5,2,3,2,5,4,2,2,4,1,1,22.95,1
ed23e15bdef97094fbf189f52631b539,2009-04-21,4,5,2,2,3,2,2,4,4,3,4,4,2,4,3,1,5,3,2,2,3,26.4,1
ceef295dfb9327228d46afa25752f634,2009-09-08,1,2,2,5,4,4,5,3,1,3,2,4,4,3,3,4,2,3,5,1,1,25.46,0
8d653f9b66ec637a5de4b80feb381621,2009-07-02,5,4,1,1,5,1,1,1,3,1,1,4,1,2,5,5,1,4,5,1,1,26.2,0
63e08bdcc5d53da730fc93d8d795239e,2011-08-21,5,4,5,1,4,5,1,4,1,5,5,4,5,3,4,5,4,3,3,3,4,25.85,1
cba12b3d27cd8aef4d17796140e87abf,2010-02-25,5,1,4,5,4,5,1,2,1,5,5,1,5,2,2,5,3,1,3,2,1,21.5,1
835bed212825746ba6d6fb12224675b0,2010-02-24,4,2,4,2,5,4,4,2,1,5,4,1,5,2,5,4,4,1,2,1,1,21.87,1
562265f589acc74ab50adcdeca9a0232,2010-03-22,5,4,2,3,4,4,1,4,2,3,4,3,4,3,4,5,2,3,4,3,2,27.32,0
81fd5e476fa724f4d5e01f433952e897,2009-07-22,4,3,3,3,5,4,3,2,2,3,3,2,4,3,4,3,3,3,3,2,2,72.18,1
f7b00b611f97a23dc965e7f842b7f9d7,2010-05-08,5,1,2,2,5,4,2,1,1,5,4,3,4,4,3,4,2,3,4,2,2,31.76,0
c69083eba7b3537249ac75d23292421f,2010-08-16,5,4,3,2,4,4,1,4,4,5,3,4,2,3,4,4,5,4,4,4,2,23.41,1
d214b455cbb02f5305789a4948db22f3,2010-04-16,4,5,5,5,3,1,3,4,5,3,4,2,2,2,4,2,5,1,4,3,3,22.43,1
00e5db056cb3a84ce35f1798a15634e4,2010-01-31,5,2,3,2,5,3,2,1,3,4,5,2,3,3,5,5,1,1,5,1,1,28.98,0
85cec92df435b43fa3f12b17c1ccc262,2009-12-03,5,2,1,4,2,5,1,4,1,4,4,1,4,4,2,5,2,1,1,3,4,25.24,1
7ac3445e50d9a02a2dd7084c131f57b1,2009-02-17,5,4,3,2,5,4,1,1,2,4,4,3,3,4,4,4,4,3,3,2,4,24.7,1
d0d983b11d386136ae9612b9ae9816f6,2010-07-11,4,4,4,1,4,1,1,2,5,3,2,1,2,2,2,3,2,2,4,2,5,24.87,0
f9777d495352d873b8c20d32e478fc22,2009-02-04,5,2,4,2,4,5,4,4,1,3,4,2,4,3,2,5,3,1,3,4,3,25.4,0
085bc38b40b62245640f56464628d991,2010-11-13,5,4,5,4,5,2,3,1,3,2,5,1,1,3,4,2,4,3,3,5,2,26.69,0
0d07ecc930776837e7983d6718681433,2009-10-06,5,4,4,2,5,4,4,4,1,4,5,2,5,2,3,4,2,2,4,2,1,36.87,1
da1b09d498298b6e1881a238e05e09e2,2010-01-20,5,3,4,1,5,4,1,3,3,4,4,3,4,3,5,3,2,3,3,1,2,44.58,0
37f3a7c3178dc339950e2f8660d63e72,2010-01-08,5,2,2,4,5,2,3,4,2,5,5,1,4,5,5,3,1,4,4,1,2,59.5,1
036fe38ccbfe1b7abbcc16b8136cdc0c,2009-07-24,5,4,4,1,4,4,2,4,3,4,2,3,3,2,3,5,4,2,3,2,3,24.99,0
62a4556876972bc554b726f2a95acc06,2010-09-29,5,4,4,1,5,4,1,1,2,2,2,4,2,3,5,5,4,2,2,1,5,24.03,0
04abebe454ea2cba9c3c7b417726e6d6,2009-07-07,4,1,3,5,4,4,4,5,3,5,5,1,4,4,2,4,1,3,5,3,1,31.58,0
2c5ba33dd8dfa55720f3e4e8276b2637,2010-05-04,3,1,4,3,4,3,2,4,1,4,4,3,5,4,3,3,1,2,5,4,4,24.85,0
8bfa4012b7ce17b557382914fc93bc64,2012-05-11,4,5,5,3,5,4,2,4,4,5,5,4,3,2,4,5,2,4,4,4,4,48.54,0
